,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
260,1MV2N4hsczeIzG0awpEduU,0.439,0.252,1,-9.39,1,0.0373,0.844,0.0,0.112,0.358,133.379,207519
261,76WAAT4ok84yt0f5PgxIvS,0.825,0.919,1,-4.827,1,0.0592,0.292,6.23e-06,0.866,0.667,104.942,176304
262,7BNSa5qN0dDg81ySZze6S6,0.703,0.907,1,-4.056,1,0.067,0.0292,1.38e-06,0.291,0.491,92.973,245960
263,20JHbTe5ZP7liePg7wJ7xQ,0.812,0.809,4,-3.489,0,0.0841,0.0197,0.000399,0.144,0.521,89.995,245413
264,6ju55V6qat6G1DIPn0yszc,0.723,0.781,9,-5.242,1,0.0945,0.142,0.0,0.386,0.842,104.861,153062
265,3gt3BD4A92u4nv6oS5Jkmq,0.672,0.764,8,-4.92,1,0.0503,0.118,0.0,0.109,0.533,130.013,171133
266,52o65DE4Um7gNv8gN2Bm08,0.431,0.395,8,-12.705,1,0.325,0.654,0.00357,0.303,0.515,66.42,134999
267,7qbaWjavQxfiI4Bk8MWFSV,0.826,0.786,11,-5.619,0,0.0798,0.0276,5.23e-06,0.156,0.488,110.019,159286
268,5QypS0lxQsiWj5nIOnw6mW,0.351,0.45,9,-9.16,1,0.0402,0.829,0.0,0.304,0.503,163.651,181776
269,4rWrcXSTph8ZTzYp8SisxB,0.766,0.733,6,-5.025,0,0.0448,0.527,0.0,0.0664,0.801,107.466,253947
270,4lNJPSKTlH5H2LQAX0pqH2,0.774,0.612,1,-7.867,1,0.052,0.358,0.0219,0.0835,0.609,157.994,139747
271,4p1C7lssRJgOkdpPWlb6s1,0.508,0.567,6,-6.104,0,0.0372,0.342,0.0,0.0403,0.344,130.212,176000
272,22eCn7FGQuznyIbDaj96ZI,0.861,0.782,8,-8.396,1,0.0689,0.0285,0.808,0.177,0.862,130.007,162508
273,1PgB8ufGhggqDuJ4YCmo4U,0.562,0.48,7,-8.199,1,0.0506,0.836,0.0,0.714,0.636,83.56,180283
274,3ovV159vKt8tf7pIlILxWN,0.784,0.424,8,-11.228,0,0.309,0.167,0.0,0.103,0.446,93.947,230731
275,4rGf8trshg74YBx6BamDz8,0.702,0.766,6,-6.684,1,0.132,0.407,0.0,0.12,0.464,77.422,136707
276,1w1fxjdEDHth9D6Kinowen,0.597,0.267,0,-9.319,1,0.105,0.743,0.0,0.118,0.431,97.48,80922
277,5pdmo1nRKvuStKgtUXgJm5,0.679,0.789,9,-5.944,0,0.299,0.348,3.63e-05,0.0551,0.403,179.768,150760
278,2qLyo5FeWquE7HBUbcVnEy,0.515,0.387,7,-10.614,1,0.192,0.757,0.0,0.622,0.408,86.313,104408
279,5lPwDV4q68aRmvywv2TPpx,0.796,0.582,7,-7.859,1,0.0694,0.0327,1.75e-06,0.189,0.347,97.994,192000
280,2hGQDYmjkwTS0J7Q2bM2sF,0.656,0.645,5,-5.442,0,0.0397,0.504,0.0,0.18,0.669,75.473,161697
281,12OEdQyvROyxem2lt2FLpO,0.736,0.623,10,-5.948,1,0.16,0.101,0.0,0.109,0.469,82.051,164789
282,5CmYdQSGJrWNKjUdo5Y6s4,0.523,0.559,9,-14.034,1,0.242,0.389,0.0,0.413,0.912,94.195,58625
283,2XMXsM29VG71gcKokMtsK5,0.622,0.613,0,-5.802,1,0.0406,0.182,0.0,0.0709,0.469,135.021,197738
284,5DFiyEOjZF5MpFWibWyl34,0.956,0.528,3,-6.043,0,0.188,0.151,1.18e-06,0.0741,0.64,125.089,127017
285,0Ru98QSQ8vScpLvZH5inPu,0.542,0.65,0,-8.465,0,0.116,0.214,0.000417,0.109,0.685,147.044,172600
286,07YFRv1Rj2iTtA7NY3CTcY,0.65,0.741,7,-5.459,1,0.0319,0.0886,1.81e-05,0.119,0.603,90.998,219427
287,4yAlebzVKBr1GBzh4sZGXX,0.632,0.709,9,-5.527,1,0.244,0.411,0.0,0.108,0.892,86.27,147947
288,1QbhOv4dS8vtegyrGiXzM5,0.49,0.408,5,-8.439,1,0.0885,0.906,0.0,0.187,0.509,131.655,113027
289,2B4u4howohJ8kbkWcbuAUM,0.438,0.152,8,-23.868,1,0.0768,0.861,0.0689,0.105,0.138,132.146,130406
290,4UaTYUFCDzQ0TDvp7mXtr8,0.569,0.867,7,-4.879,1,0.0421,0.039,0.0,0.168,0.515,90.018,174948
291,0Jt9FsofIOGvCerur4Rgad,0.472,0.475,6,-9.211,1,0.0354,0.304,0.0,0.27,0.543,189.997,209098
292,3R07j3eglCJ0CJRsAzP9xd,0.536,0.839,0,-5.039,1,0.122,0.123,0.0,0.131,0.313,148.265,86413
293,5HHWykPjtlGoJpZpoy4zNH,0.787,0.648,4,-6.133,1,0.134,0.118,0.000967,0.0971,0.814,83.976,172671
294,2KawTPrCyALzKNdKOd83CZ,0.602,0.646,10,-9.384,0,0.434,0.359,0.000844,0.266,0.975,97.974,125184
295,4sDpxaulErbJ9NBaJDC7cJ,0.625,0.755,8,-4.643,1,0.0724,0.247,0.0,0.124,0.429,87.948,192955
296,3SIMIGUdL2n0nfzlHXo7ni,0.698,0.824,4,-3.859,1,0.247,0.12,0.0,0.534,0.916,181.985,150659
297,2FYGZDfsAnNsrm1gVbyKnG,0.827,0.768,0,-5.702,1,0.265,0.79,2.45e-05,0.497,0.734,99.988,137533
298,1iPPvZimh7slFBPE3Oe4pe,0.794,0.574,7,-6.469,1,0.0555,0.398,0.0,0.103,0.867,95.985,147604
299,1lnogoGekR3zgFBpcVVkac,0.718,0.805,6,-4.408,0,0.16,0.272,0.00248,0.127,0.697,179.978,203687
300,4zddWTgblKVFEeElQ6SRnS,0.749,0.596,9,-5.611,0,0.0433,0.107,0.0,0.08,0.826,139.958,161621
301,6Q7Bn9gAtcKDeZ0EYsHsCs,0.732,0.741,0,-5.364,1,0.0612,0.0873,0.0,0.535,0.528,124.955,197595
302,4tPL9PeVZY4c0jUPtSD5nx,0.783,0.748,8,-4.683,1,0.0892,0.147,0.0,0.173,0.806,93.222,182747
303,6F5pfWqO5VJQjOsKlqVrM5,0.751,0.693,1,-6.998,1,0.172,0.303,1.32e-05,0.626,0.547,135.056,210493
304,2zrWel0JCpX4bWjs3uJxi7,0.828,0.572,8,-8.245,0,0.0535,0.187,0.0264,0.109,0.727,97.956,216737
305,54azU25VdlyMhiqHOOCZeL,0.797,0.679,6,-3.547,0,0.0796,0.414,1.33e-05,0.1,0.388,92.024,195652
306,5BfMJ6iytQnu1r7iiCYSXe,0.213,0.414,0,-9.725,1,0.0339,0.308,0.0257,0.0912,0.0553,79.556,213253
307,5EdxE1LKNqpabpmw5VCYpu,0.673,0.653,10,-5.239,0,0.266,0.052,0.0,0.103,0.547,179.887,152889
308,5bfep56ypsHGIR4i5KPKJN,0.87,0.664,1,-8.716,1,0.0744,0.233,0.000705,0.141,0.84,98.013,151000
309,1A3dV4aobIBsNhaMTxpGje,0.786,0.598,1,-7.28,0,0.148,0.161,0.0,0.172,0.348,134.037,211881
310,1HYM42YsijT5tqgJO3PKsn,0.576,0.531,2,-8.296,0,0.0723,0.24,8.29e-05,0.361,0.342,79.958,307493
311,3eP13S8D5m2cweMEg3ZDed,0.402,0.514,1,-7.322,0,0.0471,0.106,0.0,0.181,0.2,120.009,251095
312,4tznk2Zzm8ZkdnR24SR3VS,0.662,0.55,0,-5.816,1,0.0366,0.00354,8.95e-06,0.406,0.308,136.184,141368
313,7eSSmgq26BXr7xay3WKjfi,0.702,0.0474,3,-15.198,0,0.526,0.00516,1.22e-06,0.147,0.175,102.983,52062
314,1t7i3ZQgjhU341Il43ijW8,0.508,0.509,8,-8.298,1,0.0389,0.805,0.00037,0.2,0.173,131.034,258566
315,6Xom58OOXk2SoU711L2IXO,0.804,0.674,5,-5.453,0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940
316,6onjYVJaW2UMu3sGRzm0In,0.585,0.283,7,-10.226,0,0.0297,0.769,0.0,0.156,0.408,96.182,144707
317,6otePxalBK8AVa20xhZYVQ,0.523,0.477,0,-6.786,1,0.392,0.855,0.0,0.146,0.57,79.921,164387
318,6Km0ajAtmU5iMWDB2HIYiK,0.598,0.272,3,-18.71,0,0.72,0.861,0.0584,0.212,0.306,125.032,100135
319,0FmIDOVz1wI7F8axO6elnu,0.783,0.706,9,-6.422,1,0.0763,0.0232,0.00204,0.092,0.579,93.007,191588
320,3z9K9FHfBA6fgbYXakWGtu,0.358,0.342,7,-8.501,1,0.0319,0.524,0.0,0.121,0.144,143.917,187434
321,2YCTRzLwXgiNvbod8xuCHl,0.445,0.263,5,-13.754,0,0.0342,0.828,0.00516,0.118,0.0712,147.172,208937
322,5pSueoHUFxwBiLebqpcGUU,0.615,0.558,0,-8.539,1,0.0354,0.282,0.00151,0.649,0.246,136.033,216993
323,4nEXjVr2y4XTjV3mtRBxH6,0.375,0.319,10,-6.284,1,0.0444,0.93,0.0,0.358,0.343,66.326,195783
324,6no81SKcduoJ0L8AoO4PP7,0.736,0.71,0,-5.282,1,0.0644,0.0775,0.0,0.602,0.602,166.02,151587
325,2yoJrajUKP8BWNIsH24WX5,0.392,0.151,8,-22.566,1,0.0505,0.978,0.961,0.214,0.179,64.098,26038
326,1sGcODdECVcZ1ACwCGO48A,0.828,0.636,7,-6.363,1,0.0528,0.315,0.000449,0.137,0.825,96.012,195006
327,4v2a1UpuAG5iixbN5EO1Ic,0.262,0.151,0,-17.554,0,0.0365,0.812,0.0131,0.476,0.0784,105.055,35794
328,1QSqVAS6fFJudQbtwIh2ex,0.78,0.888,11,-4.843,0,0.0555,0.413,3.31e-05,0.108,0.658,92.972,187218
329,1H2aLiua3VEig2qY0eU3s1,0.818,0.648,7,-4.954,1,0.12,0.0545,1.32e-06,0.0967,0.496,89.043,196507
330,7knSngLX3gWTH8ch4Y5aGr,0.637,0.538,4,-7.622,0,0.0705,0.126,0.0,0.134,0.114,99.998,151498
331,351dqwRVsCDniedG9soXSf,0.378,0.619,0,-6.794,1,0.0767,0.305,0.0,0.413,0.349,87.387,144352
332,3bzdXbxW5u4GO2g5S7gIVr,0.533,0.365,0,-7.165,1,0.0352,0.855,0.0,0.228,0.319,126.953,205647
333,4Mnl5ELO0dxqfHYO5wyghV,0.743,0.221,5,-15.07,1,0.832,0.893,0.0,0.327,0.573,56.111,56426
334,703iVQrfbQsXt7Uzgy1h8k,0.411,0.508,5,-4.342,1,0.0557,0.29,0.0,0.123,0.668,81.96,201627
335,2v1ECZqpjYsQQvRqdl4n7I,0.663,0.641,11,-6.001,1,0.0872,0.202,0.0,0.142,0.69,142.974,201399
336,58T1ibLrNWyHvYqxtntsyA,0.607,0.825,11,-5.235,0,0.378,0.129,0.0,0.682,0.452,197.828,228625
337,7JqqIi2ktnsNkYdQhKSCrz,0.605,0.647,5,-7.037,1,0.0451,0.429,0.0,0.103,0.0834,91.928,221241
338,5HO2RD12vZ5NcIdAULo43M,0.596,0.373,10,-10.543,1,0.0365,0.829,5.6e-05,0.109,0.433,121.916,233499
339,3I23gg628UKcwfVLTXIy45,0.593,0.49,0,-5.798,1,0.0236,0.614,4.8e-05,0.116,0.229,104.991,217143
340,7c8FD6rZJerQ1q1djZuQmA,0.549,0.366,7,-8.922,1,0.0355,0.897,0.0,0.108,0.413,81.605,175066
341,6VvtB3qtTyExMsz22ZwelR,0.323,0.382,6,-9.425,1,0.046,0.669,0.00207,0.203,0.331,175.11,161487
342,1iLbUmb2b2btyAAcQ68a1p,0.795,0.553,4,-8.496,0,0.244,0.527,2.84e-06,0.112,0.739,124.109,192288
343,0LoPe7la5jJRTNCEy5W2uR,0.49,0.731,1,-10.884,1,0.211,0.00824,0.0128,0.585,0.0935,119.941,95525
344,4zDjXT3joiU5Xrg1Bo3623,0.722,0.565,4,-5.848,1,0.0335,0.435,0.0,0.165,0.488,104.488,185653
345,2sY92LRATo3fwPzmDo0wwt,0.619,0.758,1,-5.389,0,0.07,0.181,0.0,0.467,0.714,154.165,187013
346,53bgzwWc1tepYYgfdtPyRQ,0.578,0.514,2,-7.056,1,0.0289,0.605,0.00134,0.178,0.455,122.822,212250
347,6Xy72HZ9nf2jx48dQuF1mA,0.649,0.743,11,-6.042,0,0.0679,0.0342,0.0,0.0855,0.344,106.915,215827
348,56nV1pD0NGbf385hPLiHNT,0.854,0.793,4,-6.043,1,0.109,0.258,7.9e-05,0.0374,0.64,95.017,134211
349,1dQEuPyUXdo0UnXXk098DU,0.174,0.107,8,-29.353,1,0.0374,0.935,0.968,0.111,0.0358,70.93,187492
350,495suImoiM8vw1AoSry8ct,0.683,0.834,9,-4.934,0,0.175,0.413,0.0,0.334,0.649,89.936,141594
351,2Gjad4zoavq9Hrx2ebUxwM,0.758,0.687,6,-3.572,0,0.307,0.0305,0.0,0.196,0.724,95.013,196032
352,3TKaDPOuVr1W5TmlXUi14q,0.424,0.667,5,-6.183,0,0.0488,0.471,0.0,0.158,0.326,167.878,77148
353,5Ov0CcRjy72vbMFJfyVX63,0.458,0.674,8,-5.636,1,0.101,0.296,0.0,0.115,0.229,90.024,178500
354,4XmCQBOvQt9EiMk1B4uPH1,0.837,0.587,11,-7.094,1,0.304,0.205,3.38e-05,0.101,0.405,89.984,189016
355,6qNALlmZa1ESnCxJmXE1K9,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,186080
356,1K2h9Y50wXiRsENQHLydZO,0.761,0.78,7,-3.861,1,0.261,0.384,1.05e-05,0.103,0.43,140.032,135522
357,5hM0JAqF7VzzD8JxU5RbYL,0.415,0.403,7,-7.199,1,0.0303,0.508,0.0,0.109,0.233,177.548,185284
358,53n1jy5CHbAn93nvvRk6TX,0.66,0.557,2,-6.825,1,0.0489,0.336,0.0,0.0978,0.294,163.018,242080
359,20dXYdyrz9v0cDopdu9Yar,0.378,0.334,1,-10.993,1,0.304,0.776,0.0,0.115,0.496,181.296,144667
360,20uknEOwx3PpiGL2Es2vCg,0.658,0.632,8,-8.492,1,0.0298,0.748,7.33e-05,0.169,0.464,135.924,194277
361,7iXRsjttPa62GpOcqsx1aE,0.593,0.691,2,-7.638,1,0.0253,0.141,0.0,0.114,0.2,99.946,207187
362,06HLRbv3Vzkvd5bjQVL12c,0.555,0.618,2,-7.183,1,0.45,0.488,0.0,0.254,0.337,137.345,601973
363,61KfU2AHAjgdJOCNPkJejw,0.841,0.851,1,-3.495,1,0.0995,0.362,0.00557,0.0623,0.592,114.172,113998
364,4TF0xKCPhGpVYczJiFrklH,0.64,0.716,4,-9.321,0,0.0933,0.191,0.0,0.0947,0.895,177.925,221283
365,7kh95COsNZjnTmc6aF76n7,0.822,0.264,5,-9.37,1,0.0593,0.669,0.0,0.0972,0.672,135.117,149505
366,68C2QbQUPIoTLDFJPZppCX,0.556,0.186,11,-16.018,0,0.356,0.944,1.39e-05,0.105,0.587,116.465,36000
367,7uuTroBz1MfbnIozLykCEM,0.561,0.925,10,-2.655,1,0.185,0.131,2.17e-06,0.248,0.814,167.949,180520
368,6Tb7Zfo4PcSiS4TqQ4NnTh,0.146,0.216,9,-12.302,1,0.0399,0.939,0.54,0.0773,0.0341,78.045,151093
369,7n0vJaSOM87pMqIIQWxoIh,0.66,0.432,5,-7.831,1,0.119,0.695,0.0,0.159,0.717,170.069,179502
370,0HD8mbiPjp3o94X3EaZp0o,0.838,0.569,5,-6.324,0,0.0621,0.152,0.000136,0.102,0.551,136.965,159400
371,2LWM5Ft0TdX24GeSq1u6PV,0.765,0.637,2,-5.291,0,0.0807,0.0477,1.34e-06,0.0578,0.508,89.968,173760
372,4v7riPZWyAclrOfUSwD0zp,0.69,0.58,0,-4.395,1,0.199,0.0328,0.0,0.328,0.708,197.635,177627
373,7ndgCDgbDloPWzSScLxO7a,0.128,0.0819,9,-18.946,1,0.0429,0.923,0.974,0.12,0.055,96.766,163093
374,1tNpEy5ETYG6GbqHSGrmU3,0.57,0.171,8,-11.338,1,0.0284,0.93,0.0,0.117,0.34,78.938,210989
375,59CW3pfCsmyUfDdHY8V34f,0.666,0.912,0,-3.024,0,0.158,0.066,0.0,0.404,0.566,120.068,173677
376,3n5LgughelxZAJKmJ1d56u,0.535,0.782,8,-3.793,0,0.0525,0.243,0.0,0.277,0.389,147.095,216827
377,4FwkJ2SLVEZHAuesD0F16I,0.746,0.593,5,-7.576,1,0.0561,0.502,1.46e-06,0.112,0.244,119.955,196000
378,4jQxIH11pyibkpzS1xjlkw,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999
379,0NiXOlgc7pizCkRoxh952p,0.714,0.864,10,-3.868,1,0.0361,0.0534,0.000403,0.101,0.325,100.003,162093
380,0SUukeNYkHMk8bxwgGQKJa,0.708,0.87,10,-4.473,1,0.0557,0.0894,0.0,0.347,0.547,99.963,215800
381,5bXTL6PtdA9g1TFE0VZC7O,0.909,0.666,5,-4.09,1,0.0502,0.091,0.00545,0.34,0.585,125.037,147822
382,6HusxhZMI7yixRbNR5tibd,0.613,0.493,10,-7.912,1,0.0487,0.502,0.0,0.661,0.223,77.929,255139
383,6qiPrJwiT5BHKeGPF11cTO,0.856,0.759,10,-3.203,0,0.0819,0.384,1.62e-05,0.0993,0.591,94.018,220920
384,7qn5ylWlm2dSZtdCEeMO99,0.384,0.916,11,-3.655,0,0.0844,0.00018,0.0,0.297,0.445,151.999,156795
385,6IXSuBSTbM4c34951Zc8Ub,0.804,0.727,5,-6.314,0,0.146,0.286,0.0,0.682,0.381,115.083,231133
386,17I27VXKtqXJHL6ReaG0eS,0.655,0.673,0,-5.98,0,0.308,0.473,0.0,0.0753,0.342,181.891,249520
387,55sDfih1fOY78CG5hWYXta,0.723,0.618,1,-6.885,1,0.0374,0.0438,6.78e-06,0.0786,0.683,109.995,146898
388,4KQ0rQMuQJf2SSQMwJFNhM,0.679,0.502,0,-6.197,0,0.337,0.664,0.000569,0.141,0.408,81.036,192593
389,7I1g5caSUDHvet0Pba0I5P,0.441,0.316,2,-13.291,0,0.043,0.71,0.0802,0.339,0.35,96.716,77024
390,1r4cq6ZPidlBrhBC5kpnCp,0.576,0.577,6,-6.231,0,0.303,0.0616,2.03e-06,0.682,0.681,171.153,161400
